id baseMean baseMeanA baseMeanB foldChange log2FoldChange pval padj
CARHR089400 0 0 0 NA NA NA NA
CARHR089410 63.3046892353397 54.7907501548811 71.8186283157983 1.31078016111813 0.390425742722419 0.117130517161651 1
CARHR089420 4.30503880952724 4.61216406553148 3.997913553523 0.866819457573286 -0.206196556788695 0.890962781115865 1
CARHR089430 26.1049127836161 26.8420419554122 25.3677836118199 0.945076520406263 -0.0814969495311148 0.877368374867551 1
CARHR089440 706.726565412636 689.999489606184 723.453641219087 1.04848431356376 0.0683052773495675 0.65199417729977 1
CARHR089450 0.331317366424228 0.662634732848456 0 0 -Inf 0.653408291083533 1
CARHR089460 149.38195171634 153.3232729924 145.440630440281 0.948588088433839 -0.0761463424991504 0.702927167516715 1
CARHR089470 0 0 0 NA NA NA NA
CARHR089480 2816.35109083243 2908.27955186896 2724.42262979591 0.936781551156284 -0.0942154310010784 0.495426461026546 1
CARHR089490 0 0 0 NA NA NA NA
CARHR089500 0.31315429675879 0 0.626308593517581 Inf Inf 0.65812741151237 1
CARHR089510 0 0 0 NA NA NA NA
CARHR089520 32.0028476892551 28.3788144160561 35.6268809624541 1.25540413493445 0.32815186585743 0.338038017051493 1
CARHR089530 176.795247560501 180.319496662589 173.270998458412 0.960911058789353 -0.05752519248534 0.773016485731715 1
CARHR089540 16.9446402812554 18.1868949820846 15.7023855804262 0.863390127665782 -0.211915498322702 0.63588472090845 1
CARHR089550 13.0502968951864 14.5830542018465 11.5175395885263 0.789789260130975 -0.340460345297673 0.532982503253661 1
CARHR089560 1.99562344855776 2.01434672686593 1.9769001702496 0.981410073987314 -0.0270720144156553 1 1
CARHR089570 242.687506350047 252.55340726138 232.821605438714 0.921870775624721 -0.117363561620374 0.468720802028644 1
CARHR089580 192.729668398537 197.971280865309 187.488055931765 0.947046738861706 -0.0784924672295365 0.681714198949051 1
CARHR089590 92.3536176551563 94.9554142818099 89.7518210285027 0.945199615075514 -0.0813090531007398 0.724792533856466 1
CARHR089600 3.61509570585752 3.23154623555963 3.99864517615542 1.2373782965426 0.307286634599208 0.877697540499904 1
CARHR089610 0.170462700545106 0.340925401090211 0 0 -Inf 1 1
CARHR089620 185.41014219009 199.608294737376 171.211989642804 0.857739854288458 -0.221387938813608 0.218456054754934 1
CARHR089630 19.257116599652 19.5121644477815 19.0020687515225 0.973857554469467 -0.0382173292423128 1 1
CARHR089640 301.792582607986 324.277646131474 279.307519084498 0.861322149141468 -0.215375163835098 0.172823346727068 1
CARHR089650 66.3847307320247 70.4088970981674 62.3605643658819 0.885691538086954 -0.175123759489389 0.513537656809046 1
CARHR089660 263.11694558252 260.751678561974 265.482212603066 1.01814191213334 0.0259386632426318 0.85253935847638 1
CARHR089670 9.34415907705478 8.33590094920325 10.3524172049063 1.24190741564603 0.312557624470572 0.634453452062009 1
CARHR089680 45.9885850224023 49.0743831529268 42.9027868918778 0.874239962592765 -0.193898767877176 0.521516512468203 1
CARHR089690 44.2331678687427 41.1562346505241 47.3101010869613 1.14952452498856 0.20103724613607 0.479699502858893 1
CARHR089700 130.631383918521 128.330513454506 132.932254382535 1.03585850943906 0.0508269550793673 0.842608360186026 1
CARHR089710 10.377891429661 9.86528348694564 10.8904993723763 1.10392158388426 0.142637695160219 0.856760312697747 1
CARHR089720 61.6745878274807 66.9153888870359 56.4337867679254 0.843360364582127 -0.245778874034455 0.331290747527253 1
CARHR089730 209.062986925556 213.585909254249 204.540064596863 0.957647746103806 -0.0624330113716338 0.721078653158484 1
CARHR089740 62.049664255266 60.3415996873668 63.7577288231652 1.0566131682537 0.0794472949914926 0.770965478219572 1
CARHR089750 34.7568578044322 36.6401509316524 32.8735646772121 0.897200580274179 -0.156497541384253 0.590530631473383 1
CARHR089760 0.164467895373419 0.328935790746839 0 0 -Inf 1 1
CARHR089770 115.133799188438 125.125082819442 105.142515557435 0.840299268446104 -0.251024866745263 0.218842140892262 1
CARHR089780 1071.57680425909 1148.39021311356 994.763395404622 0.866224201534759 -0.207187614300836 0.15053301961051 1
CARHR089790 17.2559358699811 18.0978776305005 16.4139941094617 0.906956851216582 -0.140894179212539 0.73916576174231 1
CARHR089800 199.832353342021 194.464727797121 205.199978886921 1.05520410416535 0.0775220810056264 0.674874202084219 1
CARHR089810 79.8025297112592 83.7985303164765 75.8065291060419 0.904628384528323 -0.144602830759962 0.546210738502893 1
CARHR089820 0.837283737814295 1.3397223836741 0.334845091954489 0.249936177849174 -2.00036835062184 0.530154021752406 1
CARHR089830 77.7187919653865 76.9895858289994 78.4479981017735 1.0189429811457 0.0270733222398415 0.906836451465464 1
CARHR089840 164.982405904829 160.612544749942 169.352267059717 1.05441494201703 0.0764427199020115 0.674189961185419 1
CARHR089850 28.0103829443914 25.7640808517795 30.2566850370034 1.174374712262 0.231892808165188 0.533672899076641 1
CARHR089860 191.792525006463 198.311440715895 185.273609297031 0.934255777822004 -0.0981105140342166 0.552029379351476 1
CARHR089870 943.583950877655 938.603081027175 948.564820728135 1.01061336778275 0.0152311682926541 0.916249957313882 1
CARHR089880 887.369858193921 868.929191758093 905.810524629749 1.04244457801796 0.059970684251151 0.639398317532011 1
CARHR089890 4.75736268608441 4.91219402032394 4.60253135184488 0.936960415814634 -0.0939399958974992 1 1
CARHR089900 37.3649609454759 34.9355239262013 39.7943979647504 1.13908118420703 0.187870573981025 0.569424215985956 1
CARHR089910 0 0 0 NA NA NA NA
CARHR089920 0 0 0 NA NA NA NA
CARHR089930 0 0 0 NA NA NA NA
CARHR089940 87.2972801719159 83.84648875785 90.7480715859818 1.08231212696412 0.114116616619115 0.610103831239728 1
CARHR089950 1174.98871468679 1300.53899148813 1049.43843788545 0.806925778276466 -0.309492115606043 0.0269119381052339 0.775781768691619
CARHR089960 1547.2629213724 1680.74892399424 1413.77691875056 0.841158901587022 -0.24954973212754 0.0769260799521761 1
CARHR089970 0.497502549469606 0.681850802180422 0.31315429675879 0.459270995586403 -1.12258241919905 1 1
CARHR089980 258.035768843169 273.519810420881 242.551727265458 0.886779377670048 -0.173352874613461 0.318272683349715 1
CARHR089990 649.130587769817 674.644285421947 623.616890117687 0.924363999804215 -0.113467021056818 0.451409458042248 1
CARHR090000 79.3000405307878 85.9063306184556 72.69375044312 0.846197828725593 -0.240933111025809 0.300081455709715 1
CARHR090010 5.46146683527223 4.24479613612071 6.67813753442375 1.5732528301175 0.653750538169976 0.454165333833069 1
CARHR090020 49.8173320834248 48.2291140294682 51.4055501373814 1.06586138210983 0.0920198242637574 0.793366671794394 1
CARHR090030 96.9701137227237 110.013579442245 83.9266480032028 0.762875350740341 -0.390480746293616 0.0696478646700213 1
CARHR090040 95.9539700157174 94.0862031692821 97.8217368621526 1.03970331001825 0.0561718992977522 0.807290565640251 1
CARHR090050 67.198338099697 69.8062104170358 64.5904657823582 0.925282512780485 -0.112034169735479 0.659315487614979 1
CARHR090060 417.196400635898 430.884962493806 403.50783877799 0.936463032830463 -0.0947060501305295 0.543678816207515 1
CARHR090070 20.0077269557709 18.8061709610014 21.2092829505404 1.1277831619484 0.17348970846924 0.705808423067223 1
CARHR090080 35.6715184704003 27.4138498846942 43.9291870561065 1.60244501377507 0.680274853121681 0.020789930249241 0.673956259334709
CARHR090090 40.0642536661864 31.6486293263668 48.479878006006 1.53181603873179 0.615243049256905 0.0367214919879164 0.904847524123218
CARHR090100 190.476576047899 192.996274094573 187.956878001226 0.973888635327343 -0.0381712860773833 0.863027779711322 1
CARHR090110 7.2701689350077 6.63127394375219 7.90906392626321 1.19269147879419 0.254220900051274 0.746386336262505 1
CARHR090120 56.0025215627133 53.2400151679987 58.765027957428 1.10377556753121 0.142446856422572 0.585085903647351 1
CARHR090130 11.8928234330052 11.2194587885969 12.5661880774135 1.12003513843158 0.163543994109461 0.801734487165595 1
CARHR090140 71.13297013703 78.089062845685 64.176877428375 0.821842074801148 -0.283066902671988 0.252743680889381 1
CARHR090150 35.2704084543275 35.0889255530314 35.4518913556237 1.01034416975931 0.0148468250805729 0.994846670097679 1
CARHR090160 230.154735838641 238.123316063685 222.186155613597 0.933071818780543 -0.0999399649240636 0.551358380207906 1
CARHR090170 2.65729784287247 2.96994841943111 2.34464726631384 0.789457234669065 -0.341066978265968 0.860353536878234 1
CARHR090180 918.208904204993 902.662009513697 933.75579889629 1.03444676861868 0.0488594077636605 0.718435105011531 1
CARHR090190 8.9372827667921 10.9266552927931 6.94791024079114 0.635867981062219 -0.653200830694471 0.290115194932809 1
CARHR090200 64.7389539782914 45.9316535734208 83.546254383162 1.81892546606481 0.863086427023616 0.000476623811524238 0.0408963228489678
CARHR090210 129.435161959089 124.023343190653 134.846980727525 1.08727097059651 0.120711534862062 0.549569874191122 1
CARHR090220 65.1677452677425 71.3857250075773 58.9497655279076 0.8257920686755 -0.276149532679247 0.273722384482704 1
CARHR090230 10.4451376382617 9.25307050310449 11.6372047734188 1.2576587165865 0.330740479699213 0.592455617128396 1
CARHR090240 32.0969765880169 28.9691845590186 35.2247686170152 1.21593925245815 0.282071154466893 0.416738468922124 1
CARHR090250 13.2572634494277 13.7740808372438 12.7404460616116 0.924957985375157 -0.112540259709802 0.818557674668215 1
CARHR090260 0.483616997303896 0.340925401090211 0.626308593517581 1.83708398234561 0.877417580800955 0.999186163651704 1
CARHR090270 67.9446308765642 74.1181810638619 61.7710806892664 0.833413338031636 -0.262895905624301 0.288315487286777 1
CARHR090280 73.7324413994484 84.1248393356767 63.3400434632202 0.752929146295061 -0.40941398709277 0.076863445346632 1
CARHR090290 0 0 0 NA NA NA NA
CARHR090300 22.6247721539977 25.6413945128863 19.6081497951092 0.764706840934686 -0.387021314648904 0.329657866721081 1
CARHR090310 56.8445846053799 55.7583414577897 57.9308277529702 1.03896253436493 0.0551436306998005 0.835854376257216 1
CARHR090320 403.090577162147 399.948044706375 406.233109617919 1.01571470343394 0.0224952311054593 0.887388092391705 1
CARHR090330 769.412325244545 762.539489677191 776.285160811899 1.01802617611388 0.025774657350908 0.901172899616065 1
CARHR090340 8.94818434131747 7.9565434094491 9.93982527318584 1.24926425479957 0.32107868012008 0.628532851796813 1
CARHR090350 7.6285080198555 4.29998103648279 10.9570350032282 2.54815891285665 1.34945525233567 0.0416048601938651 0.959888110254005
CARHR090360 8.08978288323392 6.28312208367338 9.89644368279445 1.57508378016563 0.655428568939446 0.308690022627571 1
CARHR090370 10.8343037251849 8.66959989130486 12.9990075590649 1.49937802459629 0.584364162775094 0.291670541595759 1
CARHR090380 528.367458795784 558.18989497214 498.545022619428 0.893145911651287 -0.163032209776265 0.294347850172707 1
CARHR090390 75.7976282748102 74.0028846478701 77.5923719017503 1.04850469371512 0.0683333197886951 0.776131703109931 1
CARHR090400 1322.63723327635 1318.58752531422 1326.68694123848 1.00614249397084 0.00883463992196445 0.974610902954579 1
CARHR090410 1.6465036037229 1.66143171543234 1.63157549201346 0.982029822145828 -0.0261612581186665 1 1
CARHR090420 131.82498759106 120.248857630148 143.401117551971 1.19253621513007 0.254033078889257 0.199125086706605 1
CARHR090430 123.622416734424 115.593297579067 131.651535889782 1.13892015062319 0.187666603641183 0.352569965600798 1
CARHR090440 21.444513499943 26.0544210399496 16.8346059599364 0.646132413924057 -0.630098243689895 0.106560969843144 1
CARHR090450 8.54041495900317 7.57964917732877 9.50118074067757 1.25351193945707 0.325975737626556 0.689077121468422 1
CARHR090460 166.54206904485 156.666169812161 176.417968277539 1.12607570919146 0.171303827065766 0.364711304383574 1
CARHR090470 23.8398866180763 22.8059585787789 24.8738146573738 1.0906717457831 0.125216966017266 0.774217495560676 1
CARHR090480 88.1466138222465 93.7963533728507 82.4968742716423 0.879531786739174 -0.185192376493951 0.401493653159263 1
CARHR090490 0.160854665879122 0.321709331758244 0 0 -Inf 1 1
CARHR090500 169.389245855133 232.485109701421 106.293382008846 0.457205117976624 -1.12908654164519 6.70980004121046e-10 2.25559579467541e-07
CARHR090510 142.899606876991 129.783433105982 156.015780648001 1.20212400700325 0.26558572721443 0.160155584357433 1
CARHR090520 146.929573654258 138.740709182292 155.118438126223 1.11804559051527 0.160979018117823 0.383458674279806 1
CARHR090530 0 0 0 NA NA NA NA
CARHR090540 13.7174200981605 12.9239223301351 14.5109178661858 1.12279519293846 0.16709479231658 0.756882070922455 1
CARHR090550 11.1506249147956 14.2276758827791 8.07357394681199 0.56745557133362 -0.817420653190096 0.119872782581367 1
CARHR090560 19.482791071612 19.8601528439474 19.1054292992765 0.961998099883661 -0.0558940504670201 0.903219320012565 1
CARHR090570 2.9620795307898 3.62289338565715 2.30126567592244 0.63520104815478 -0.654714801791794 0.615514486952236 1
CARHR090580 389.487833977172 386.501001207218 392.474666747126 1.01545575696117 0.0221273833039835 0.921277855901361 1
CARHR090590 109.254888017228 92.2805692019036 126.229206832553 1.36788500465761 0.451946950849859 0.0292329442463623 0.808568244737825
CARHR090600 0.167422545977245 0 0.334845091954489 Inf Inf 0.99936422636221 1
CARHR090610 4.71407522398648 6.77034888490032 2.65780156307263 0.39256493398741 -1.34899678561325 0.105847387384686 1
CARHR090620 153.666401966906 46.3540057076633 260.978798226148 5.63012396106692 2.49316668714524 6.91620819024289e-34 1.6972374898856e-30
CARHR090630 0 0 0 NA NA NA NA
CARHR090640 139.321368473783 140.352083308161 138.290653639406 0.985312439828711 -0.0213468231942241 0.965247338433019 1
CARHR090650 346.423337897271 295.081524876054 397.765150918488 1.34798392100476 0.430803287895856 0.00797858251535009 0.354058616503962
CARHR090660 28.0068551414749 28.7026601276224 27.3110501553273 0.951516341478194 -0.0716996611236365 0.882796250354906 1
CARHR090670 56.1292389987043 55.8378325066642 56.4206454907444 1.01043760042102 0.014980230829177 0.993850477961836 1
CARHR090680 0.164467895373419 0.328935790746839 0 0 -Inf 1 1
CARHR090690 132.355251514981 119.720898846536 144.989604183426 1.21106344489846 0.27627444657045 0.168448803493896 1
CARHR090700 55.2973146659363 53.0145124151956 57.580116916677 1.08611989988184 0.11918337516508 0.631322716384948 1
CARHR090710 65.9116554887371 70.8839708251381 60.9393401523361 0.859705508071294 -0.218085545311019 0.367765582466775 1
CARHR090720 184.223180285773 215.015756005279 153.430604566267 0.713578425213174 -0.486856098334997 0.0069060068714078 0.317961367025042
CARHR090730 373.427814546338 364.488983682648 382.366645410027 1.04904856532768 0.0690814685115252 0.668728406518812 1
CARHR090740 21.2072925593016 16.3597823332707 26.0548027853325 1.59261304671183 0.671395781362024 0.086880706670317 1
CARHR090750 100.623065895914 102.976706125948 98.2694256658801 0.95428790998315 -0.067503499893142 0.774629479037852 1
CARHR090760 104.972544810744 111.67542708618 98.2696625353079 0.879957794649603 -0.184493765353235 0.360237192963222 1
CARHR090770 67.7734830832077 62.8749065184911 72.6720596479243 1.15581976454393 0.208916445354689 0.383640961923949 1
CARHR090780 408.303611899807 417.583365843604 399.02385795601 0.955554963617625 -0.0655892353340462 0.654914555021946 1
CARHR090790 0.321045043752815 0.328935790746839 0.31315429675879 0.952022569656476 -0.0709323188903776 1 1
CARHR090800 4.27383119274455 5.24112981107078 3.30653257441832 0.630881640716849 -0.664558727346077 0.485217414429045 1
CARHR090810 54.9269953781171 47.7682925249443 62.08569823129 1.29972613525738 0.378207665615924 0.149962765283837 1
CARHR090820 15.3184786341544 17.3728315383013 13.2641257300076 0.763498207000084 -0.389303325887664 0.435922706549899 1
CARHR090830 15.4271585754578 21.0341570626224 9.82016008829329 0.466867298701676 -1.09891555503965 0.0168262231886501 0.58652772308164
CARHR090840 1806.18611942414 1848.98738179425 1763.38485705402 0.953703023837209 -0.0683880034342301 0.623720748350515 1
CARHR090850 40.9280584834225 41.4585644490375 40.3975525178074 0.974407895079573 -0.0374022722486147 0.90788172418877 1
CARHR090860 55.5367015938897 47.1294735488697 63.9439296389097 1.35677156615392 0.440177840787208 0.0947365371857161 1
CARHR090870 49.0231809490181 41.7251261120512 56.3212357859851 1.34981583122689 0.43276257949771 0.119686023714077 1
CARHR090880 124.07772201267 115.802047570172 132.353396455168 1.14292794671844 0.192734455005944 0.333505086656647 1
CARHR090890 13.9659189627135 12.5158224183395 15.4160155070876 1.23172213473551 0.30067683391222 0.543914600203144 1
CARHR090900 222.129811563819 235.448708910927 208.810914216711 0.88686370455192 -0.173215690333714 0.30962142496262 1
CARHR090910 219.447604506901 224.678535176631 214.216673837171 0.953436311433864 -0.0687915236773949 0.685056471313686 1
CARHR090920 0 0 0 NA NA NA NA
CARHR090930 1159.70172217334 1283.77421684084 1035.62922750583 0.806706673120715 -0.309883904855576 0.0281415631229 0.795357180486756
CARHR090940 907.84466073904 844.500110558752 971.189210919329 1.15001667705734 0.201654782677008 0.174991375550462 1
CARHR090950 1.78482695841143 1.30129024501017 2.26836367181269 1.74316504754477 0.801709174168926 0.668749963223782 1
CARHR090960 0 0 0 NA NA NA NA
CARHR090970 0 0 0 NA NA NA NA
CARHR090980 0.845843992875148 1.01078659292726 0.680901392823035 0.673635164521849 -0.56996064419514 1 1
CARHR090990 311.846100970853 306.402354786022 317.289847155684 1.03553331819942 0.0503739728995825 0.738669182593686 1
CARHR091000 61.0770340629343 52.9949694180379 69.1590987078306 1.30501252226954 0.384063650266031 0.124872425406559 1
CARHR091010 31.2903783565855 33.2671926796061 29.3135640335649 0.881155326687217 -0.182531740566389 0.567833690990759 1
CARHR091020 26.3223747447014 24.4821701400142 28.1625793493887 1.15033018675739 0.202048026756371 0.626415867380775 1
CARHR091030 0.160854665879122 0.321709331758244 0 0 -Inf 1 1
CARHR091040 0.333882816313395 0.321709331758244 0.346056300868546 1.07568002139458 0.105248988489016 1 1
CARHR091050 0 0 0 NA NA NA NA
CARHR091060 99.3187352741277 101.53170402073 97.105766527525 0.956408320574411 -0.0643014136048398 0.772476892395803 1
CARHR091070 12.20482154585 11.1401312036352 13.2695118880647 1.19114502742433 0.252349078699902 0.681874011237987 1
CARHR091080 73.2014062171412 70.7761015636653 75.6267108706172 1.06853456463109 0.0956335766129151 0.706650756859902 1
CARHR091090 3065.85673622704 3178.89565618191 2952.81781627218 0.9288816418148 -0.10643331490502 0.41658456949058 1
CARHR091100 221.45479153736 223.78550830733 219.12407476739 0.979170083106821 -0.0303686153012179 0.859680828426053 1
CARHR091110 453.557433385698 450.882882567599 456.231984203796 1.01186361656875 0.0170148503490309 0.913492642457455 1
CARHR091120 22.4644175150433 22.186682599862 22.7421524302246 1.02503618230722 0.0356748356954929 0.949408828198338 1
CARHR091130 744.341843788125 726.541349348134 762.142338228117 1.04900063693818 0.0690155538992367 0.650989936193904 1
CARHR091140 48.5338941692887 46.6709891196843 50.396799218893 1.07983139353773 0.110806065447526 0.654372173724874 1
CARHR091150 64.4971808603736 75.203242394188 53.7911193265592 0.715276597312198 -0.483426855226736 0.0518328787343695 1
CARHR091160 9.13298062635448 9.58923275283992 8.67672849986904 0.904840744146017 -0.144264200866935 0.851997122652803 1
CARHR091170 501.872385981359 555.780289306502 447.964482656216 0.806010021001613 -0.311130319211715 0.038084873196721 0.918077395135102
CARHR091180 15.3310910865621 12.8856536553841 17.7765285177402 1.37955970206545 0.46420789236353 0.343682027074679 1
CARHR091190 33.474289112244 37.0216448512147 29.9269333732734 0.808363147924572 -0.306924541994968 0.359449625178787 1
CARHR091200 6.45751449375517 6.92900405482369 5.98602493268665 0.863908418197479 -0.211049712608877 0.822637092223041 1
CARHR091210 31.2097876940271 28.916336733995 33.5032386540591 1.15862666015615 0.212415767112296 0.496758970422254 1
CARHR091220 325.904461149726 333.549316079877 318.259606219575 0.954160571995777 -0.0676960226517137 0.676964724518468 1
CARHR091230 1.16423808277476 1.01078659292726 1.31768957262226 1.3036278694657 0.382532100016801 0.998878193775701 1
CARHR091240 939.163806528872 924.174859207255 954.15275385049 1.03243747040354 0.0460544074360231 0.755635414124521 1
CARHR091250 101.023111526678 88.0838949710692 113.962328082287 1.29379301539422 0.371606829424925 0.0862001604371744 1
CARHR091260 32.7864086930038 32.5418568911988 33.0309604948087 1.01502998446724 0.0215223459358161 0.957683895183415 1
CARHR091270 155.225049160637 150.464184765432 159.985913555841 1.06328236055147 0.0885247634486784 0.635525596727791 1
CARHR091280 4.7271111467743 4.29045473377324 5.16376755977537 1.20354784753412 0.267293497880572 0.790200961546373 1
CARHR091290 18.7532113177606 14.5878173532013 22.9186052823199 1.57107843671284 0.651755209551142 0.117913600072358 1
CARHR091300 8778.1897449335 9159.85859476474 8396.52089510226 0.916664903528231 -0.12553365700043 0.341187311678839 1
CARHR091310 48.2215903365386 53.3983061784788 43.0448744945984 0.806109361422908 -0.310952518566296 0.25420354781487 1
CARHR091320 0.327039848924501 0.340925401090211 0.31315429675879 0.918541991172807 -0.122582419199045 1 1
CARHR091330 108.831495844407 115.271625478926 102.391366209888 0.888261667036235 -0.170943361863062 0.419720134029902 1
CARHR091340 58.9044669166389 59.5541794674345 58.2547543658433 0.978180790782252 -0.0318269611412169 0.902215990344618 1
CARHR091350 24.4124530083271 30.9648056082911 17.8601004083631 0.576787099337737 -0.793889197870362 0.029494978119992 0.810533889210082
CARHR091360 98.6651298494614 104.641381236961 92.6888784619617 0.885776519444704 -0.174985340754751 0.440117920502987 1
CARHR091370 38.931767363753 43.4758648752758 34.3876698522302 0.790959994720797 -0.338323367164593 0.238509452078881 1
CARHR091380 60.9716623224076 62.7954154696166 59.1479091751986 0.941914449213528 -0.0863320640305011 0.731444729447162 1
CARHR091390 127.263763305071 136.572671132388 117.954855477753 0.863678322315394 -0.211434015384758 0.286053688512718 1
CARHR091400 0.513953551524484 0.681850802180422 0.346056300868546 0.507524959656756 -0.97844932029879 1 1
CARHR091410 9.91634678204511 10.2494041780546 9.58328938603566 0.935009413186656 -0.0969472055134545 0.930678710098702 1
CARHR091420 95.0644928162046 93.6444342701773 96.4845513622319 1.03032873351405 0.043104712694059 0.861505456865927 1
CARHR091430 863.34452561449 877.919738615446 848.769312613533 0.966796023919127 -0.0487165550523326 0.731460750459177 1
CARHR091440 284.231933801126 334.610475841253 233.853391761 0.698882457798321 -0.516878259903156 0.00156940061241072 0.106389754222539
CARHR091450 705.08668469691 716.336983951489 693.836385442332 0.968589366438909 -0.0460429303435121 0.745191068514834 1
CARHR091460 81.4626973710121 149.101203319518 13.8241914225058 0.0927168333637194 -3.43102489617056 6.95542077569043e-37 2.43837179764919e-33
CARHR091470 146.778283070501 144.570072756518 148.986493384484 1.03054865051776 0.0434126137601977 0.841300108143876 1
CARHR091480 245.491440305976 236.22680352368 254.756077088271 1.07843848914771 0.108943891906549 0.532734143167003 1
CARHR091490 12.6140767847666 12.5759339339692 12.6522196355639 1.00606600686639 0.0087249618579987 1 1
CARHR091500 567.039871773231 555.618660931533 578.461082614929 1.04111168916663 0.0581248474686578 0.701084061842249 1
CARHR091510 1.31918344744623 1.99036750617918 0.64799938871328 0.325567708828414 -1.61897048073575 0.449412013536859 1
CARHR091520 89.8231788894985 90.7009283790668 88.9454293999302 0.980645192827577 -0.0281968454340126 0.909387654621557 1
CARHR091530 9.48903889787131 10.8328747898542 8.14520300588843 0.7518967184516 -0.411393589913842 0.520442877565317 1
CARHR091540 15.2311530143543 15.5746247254418 14.8876813032669 0.955893420593769 -0.0650783241211939 0.946056510834934 1
CARHR091550 76.2227747998487 75.5155516555319 76.9299979441655 1.01873052977333 0.0267724864672642 0.905607144500631 1
CARHR091560 32.4286065487142 38.6544976585183 26.2027154389101 0.677869770043066 -0.560919960404081 0.0809952457782503 1
CARHR091570 48.2699338346197 51.1919994538236 45.3478682154159 0.885838972871548 -0.174883624270986 0.509171699210521 1
CARHR091580 1854.70075609256 1791.73367641174 1917.66783577339 1.07028620437266 0.097996638137461 0.53170475553672 1
CARHR091590 1939.14948060282 1945.28680256829 1933.01215863734 0.99369005952503 -0.00913216192662329 0.916150459610728 1
CARHR091600 0.329605298813668 0 0.659210597627336 Inf Inf 0.652658196918981 1
CARHR091610 198.902656243155 206.707289716815 191.098022769496 0.924486132207995 -0.113276416301493 0.509776541820813 1
CARHR091620 3.30310281307419 2.33851936625799 4.26768625989039 1.82495228453865 0.867858743576551 0.420947305185965 1
CARHR091630 3247.8562617063 3388.86050100074 3106.85202241186 0.916783686284636 -0.125346722613723 0.335744919457757 1
CARHR091640 1732.4057977146 1824.90388242074 1639.90771300847 0.898626896904363 -0.154205850909597 0.257166253731051 1
CARHR091650 1066.52101256612 1120.39512296207 1012.64690217017 0.903830159036183 -0.145876397176958 0.271760169633358 1
CARHR091660 2749.01955775358 2903.64103746429 2594.39807804287 0.893498212956972 -0.162463251083039 0.228555378793542 1
CARHR091670 3217.91339543062 3352.848097104 3082.97869375724 0.919510399656979 -0.121062203285816 0.366827687881122 1
CARHR091680 169.476326177385 164.920079173239 174.032573181531 1.05525399971898 0.0775902975389554 0.679946830383248 1
CARHR091690 45.4881080432139 45.2304232379956 45.7457928484322 1.01139431324188 0.0163455717716251 0.963795932323931 1
CARHR091700 57.3834406675347 58.2195471629409 56.5473341721285 0.971277464832689 -0.042044605673116 0.92717139614496 1
CARHR091710 78.1289242180044 79.659504293638 76.5983441423709 0.961571940744406 -0.0565332969450862 0.814157759624437 1
CARHR091720 49.3292940792515 47.1943482158542 51.4642399426487 1.09047464131224 0.124956220892508 0.656858968758054 1
CARHR091730 378.644745957547 392.286114244712 365.003377670382 0.930451944171261 -0.103996454754625 0.503058371922208 1
CARHR091740 2.65405564475578 1.99036750617918 3.31774378333238 1.66690009409433 0.73716763877309 0.590524355979605 1
CARHR091750 46.8229733856079 47.7899719019101 45.8559748693058 0.959531320993997 -0.059598195287742 0.826707992167076 1
CARHR091760 67.4281939450237 68.8024868191842 66.0539010708631 0.960051069730307 -0.0588169431296378 0.817395966912807 1
CARHR091770 112.718284928094 113.324453262766 112.112116593422 0.989302073520415 -0.0155169940955683 0.957560445769235 1
CARHR091780 261.575919515178 272.467764222212 250.684074808144 0.920050397608496 -0.120215205034625 0.476229411846836 1
CARHR091790 0 0 0 NA NA NA NA
CARHR091800 0 0 0 NA NA NA NA
CARHR091810 0 0 0 NA NA NA NA
CARHR091820 0 0 0 NA NA NA NA
CARHR091830 0 0 0 NA NA NA NA
CARHR091840 0 0 0 NA NA NA NA
CARHR091850 4.09484206665984 3.29642090254413 4.89326323077556 1.48441700117816 0.569896429575026 0.566932036662351 1
CARHR091860 89.8463847909467 97.6757544954558 82.0170150864375 0.839686527225681 -0.252077255118461 0.25130181878025 1
CARHR091870 3.48915791333417 4.6553593555502 2.32295647111814 0.498985425979774 -1.00293041594558 0.346350292050029 1
CARHR091880 265.791579454369 262.626712420544 268.956446488193 1.02410163844077 0.034358904788901 0.836734979422496 1
CARHR091890 2922.47901673232 2875.22037447716 2969.73765898748 1.03287305743565 0.0466629544336145 0.730481647143453 1
CARHR091900 11.1897675524761 13.1856836101765 9.19385149477571 0.697260132017731 -0.520231101409278 0.351034371980032 1
CARHR091910 223.411374095062 242.560183892448 204.262564297676 0.842110856859537 -0.24791793034374 0.175232512666926 1
CARHR091920 3697.87611253559 4249.46655334748 3146.2856717237 0.740395443104557 -0.433632078974781 0.0018215617160426 0.117944919555898
CARHR091930 388.874783191055 410.629361364498 367.120205017612 0.894042753780912 -0.161584271093009 0.345474855788233 1
CARHR091940 0 0 0 NA NA NA NA
CARHR091950 25.7864346526533 25.888740106568 25.6841291987386 0.992096528954782 -0.0114475961812594 1 1
CARHR091960 8.8911875550433 9.84114080234604 7.94123430774055 0.806942453851227 -0.309462301810178 0.634058709332803 1
CARHR091970 83.3664449459011 83.3828770178665 83.3500128739357 0.999605864595872 -0.000568729278510545 0.992957463644458 1
CARHR091980 36.5926536108398 36.07113323783 37.1141739838496 1.02891621782833 0.041125511828948 0.924943087732801 1
CARHR091990 33.27753731323 35.8814358521441 30.6736387743159 0.854860962106203 -0.2262383013114 0.491969504636793 1
